Gene stable ID	Gene stable ID version	Human gene name	Mouse gene name	Gene name
ENSMMUG00000011417	ENSMMUG00000011417.3	GLOD4	Glod4	GLOD4
ENSMMUG00000013309	ENSMMUG00000013309.3	DERA	Dera	DERA
ENSMMUG00000013441	ENSMMUG00000013441.3	SYT15	Syt15	
ENSMMUG00000013441	ENSMMUG00000013441.3	FO681492.1	Syt15	
ENSMMUG00000015602	ENSMMUG00000015602.3	MADD	Madd	MADD
ENSMMUG00000012190	ENSMMUG00000012190.3	PDZD3	Pdzd3	PDZD3
ENSMMUG00000006840	ENSMMUG00000006840.3	MEIS2	Meis2	MEIS2
ENSMMUG00000013379	ENSMMUG00000013379.3	RPL8	Rpl8	RPL8
ENSMMUG00000017803	ENSMMUG00000017803.3	ESRRA	Esrra	ESRRA
ENSMMUG00000004581	ENSMMUG00000004581.3	SGCD	Sgcd	SGCD
ENSMMUG00000017992	ENSMMUG00000017992.3	MICU3	Micu3	MICU3
ENSMMUG00000013068	ENSMMUG00000013068.3	TMEM143	Tmem143	TMEM143
ENSMMUG00000000245	ENSMMUG00000000245.3	ASPM	Aspm	ASPM
ENSMMUG00000012501	ENSMMUG00000012501.3	ABRAXAS2	Abraxas2	ABRAXAS2
ENSMMUG00000011352	ENSMMUG00000011352.2	CILP2	Cilp2	CILP2
ENSMMUG00000016097	ENSMMUG00000016097.3		Rpl7l1	
ENSMMUG00000009431	ENSMMUG00000009431.3	HENMT1	Henmt1	HENMT1
ENSMMUG00000018433	ENSMMUG00000018433.3	POLA1	Pola1	POLA1
ENSMMUG00000019148	ENSMMUG00000019148.3	VTN	Vtn	VTN
ENSMMUG00000041872	ENSMMUG00000041872.1	AKR1B15		
ENSMMUG00000009659	ENSMMUG00000009659.3	CILP	Cilp	CILP
ENSMMUG00000021945	ENSMMUG00000021945.3	EPS8L1	Eps8l1	EPS8L1
ENSMMUG00000013770	ENSMMUG00000013770.3	KCNB2		KCNB2
ENSMMUG00000042231	ENSMMUG00000042231.1		Fam183b	
ENSMMUG00000013626	ENSMMUG00000013626.3	SLC5A1	Slc5a1	SLC5A1
ENSMMUG00000011001	ENSMMUG00000011001.3	ANKS3	Anks3	ANKS3
ENSMMUG00000023119	ENSMMUG00000023119.2	LIN7C	Lin7c	LIN7C
ENSMMUG00000013782	ENSMMUG00000013782.3	LAMA4	Lama4	LAMA4
ENSMMUG00000012574	ENSMMUG00000012574.3	ITPR1	Itpr1	ITPR1
ENSMMUG00000047061	ENSMMUG00000047061.1	EFCC1	Efcc1	EFCC1
ENSMMUG00000022268	ENSMMUG00000022268.3	WDR43	Wdr43	WDR43
ENSMMUG00000023550	ENSMMUG00000023550.3	E2F1	E2f1	E2F1
ENSMMUG00000021774	ENSMMUG00000021774.3	DYDC2	Dydc2	DYDC2
ENSMMUG00000046823	ENSMMUG00000046823.1			
ENSMMUG00000005552	ENSMMUG00000005552.3	PAF1	Paf1	PAF1
ENSMMUG00000003072	ENSMMUG00000003072.3	GPRC6A	Gprc6a	GPRC6A
ENSMMUG00000021611	ENSMMUG00000021611.3	TECR	Tecr	TECR
ENSMMUG00000041582	ENSMMUG00000041582.1	FEM1C	Fem1c	FEM1C
ENSMMUG00000010279	ENSMMUG00000010279.2	SLC1A4	Slc1a4	SLC1A4
ENSMMUG00000023018	ENSMMUG00000023018.3	RP2	Rp2	RP2
ENSMMUG00000000302	ENSMMUG00000000302.3	WDHD1	Wdhd1	WDHD1
ENSMMUG00000020222	ENSMMUG00000020222.3	UPF3B	Upf3b	UPF3B
ENSMMUG00000017819	ENSMMUG00000017819.3	PHTF1	Phtf1	PHTF1
ENSMMUG00000004568	ENSMMUG00000004568.3	PDP1	Pdp1	PDP1
ENSMMUG00000012649	ENSMMUG00000012649.3	WDR66	Wdr66	WDR66
ENSMMUG00000017897	ENSMMUG00000017897.3	ARHGEF28	Arhgef28	ARHGEF28
ENSMMUG00000008018	ENSMMUG00000008018.3	AKNA	Akna	AKNA
ENSMMUG00000040413	ENSMMUG00000040413.1		Krt13	
ENSMMUG00000023291	ENSMMUG00000023291.3	COPE	Cope	COPE
ENSMMUG00000000199	ENSMMUG00000000199.3	KCNIP3	Kcnip3	KCNIP3
ENSMMUG00000009600	ENSMMUG00000009600.3	ADCY3	Adcy3	ADCY3
ENSMMUG00000022316	ENSMMUG00000022316.3			
ENSMMUG00000002011	ENSMMUG00000002011.3	PDE11A	Pde11a	
ENSMMUG00000008949	ENSMMUG00000008949.3	TTC19	Ttc19	TTC19
ENSMMUG00000009688	ENSMMUG00000009688.3	IST1	Ist1	IST1
ENSMMUG00000006221	ENSMMUG00000006221.3	PRDX1		PRDX1
ENSMMUG00000038018	ENSMMUG00000038018.1	PCGF5	Pcgf5	PCGF5
ENSMMUG00000002634	ENSMMUG00000002634.3	PTCH1	Ptch1	PTCH1
ENSMMUG00000007332	ENSMMUG00000007332.3	SULT1A4	Sult3a1	SULT1A3
ENSMMUG00000007332	ENSMMUG00000007332.3	SULT1A4	Sult3a2	SULT1A3
ENSMMUG00000007332	ENSMMUG00000007332.3	SULT1A4	Sult5a1	SULT1A3
ENSMMUG00000007332	ENSMMUG00000007332.3	SULT1A3	Sult3a1	SULT1A3
ENSMMUG00000007332	ENSMMUG00000007332.3	SULT1A3	Sult3a2	SULT1A3
ENSMMUG00000007332	ENSMMUG00000007332.3	SULT1A3	Sult5a1	SULT1A3
ENSMMUG00000031853	ENSMMUG00000031853.2	AC034102.1	Rab5b	
ENSMMUG00000044812	ENSMMUG00000044812.1	VPS37A	Vps37a	VPS37A
ENSMMUG00000007596	ENSMMUG00000007596.3			
ENSMMUG00000000971	ENSMMUG00000000971.3	TTLL9	Ttll9	TTLL9
ENSMMUG00000015693	ENSMMUG00000015693.3	LY6G6C	Ly6g6c	LY6G6C
ENSMMUG00000015275	ENSMMUG00000015275.3	SUMF2		SUMF2
ENSMMUG00000047259	ENSMMUG00000047259.1	PLCXD1	Plcxd1	PLCXD1
ENSMMUG00000030102	ENSMMUG00000030102.2	MCIDAS	Mcidas	MCIDAS
ENSMMUG00000029181	ENSMMUG00000029181.2	XRCC3	Xrcc3	
ENSMMUG00000046812	ENSMMUG00000046812.1	C11orf21		C11orf21
ENSMMUG00000014781	ENSMMUG00000014781.3	ADRA2C	Adra2c	ADRA2C
ENSMMUG00000000220	ENSMMUG00000000220.3	MRPL3	Mrpl3	MRPL3
ENSMMUG00000047235	ENSMMUG00000047235.1			
ENSMMUG00000042305	ENSMMUG00000042305.1	PHETA1	Pheta1	PHETA1
ENSMMUG00000010171	ENSMMUG00000010171.3	PSTPIP1	Pstpip1	PSTPIP1
ENSMMUG00000019991	ENSMMUG00000019991.3	DDC	Ddc	DDC
ENSMMUG00000004330	ENSMMUG00000004330.3	PAMR1	Pamr1	PAMR1
ENSMMUG00000023446	ENSMMUG00000023446.3	TFIP11	Tfip11	TFIP11
ENSMMUG00000014307	ENSMMUG00000014307.3	MSTN	Mstn	MSTN
ENSMMUG00000021545	ENSMMUG00000021545.3	ZAP70	Zap70	ZAP70
ENSMMUG00000046573	ENSMMUG00000046573.1	INKA2	Inka2	INKA2
ENSMMUG00000006952	ENSMMUG00000006952.3	PTPRD	Ptprd	PTPRD
ENSMMUG00000001767	ENSMMUG00000001767.2	COX7A2L	Cox7a2l	
ENSMMUG00000004143	ENSMMUG00000004143.3	POLR3F	Polr3f	POLR3F
ENSMMUG00000000539	ENSMMUG00000000539.3	OR8S1	Olfr285	
ENSMMUG00000017097	ENSMMUG00000017097.3		Acp1	
ENSMMUG00000006832	ENSMMUG00000006832.3	LSM2	Lsm2	LSM2
ENSMMUG00000013030	ENSMMUG00000013030.3			
ENSMMUG00000046929	ENSMMUG00000046929.1	MBL2	Mbl2	MBL2
ENSMMUG00000000398	ENSMMUG00000000398.3	DBNDD1	Dbndd1	DBNDD1
ENSMMUG00000000262	ENSMMUG00000000262.3	UPB1	Upb1	UPB1
ENSMMUG00000012423	ENSMMUG00000012423.3	ZNF804A	Zfp804a	ZNF804A
ENSMMUG00000020043	ENSMMUG00000020043.3	MORC3	Morc3	MORC3
ENSMMUG00000022225	ENSMMUG00000022225.3	CNTROB	Cntrob	CNTROB
ENSMMUG00000003772	ENSMMUG00000003772.3	PRDM7	Prdm9	
ENSMMUG00000042038	ENSMMUG00000042038.1	CAPN8	Capn8	CAPN8
ENSMMUG00000010812	ENSMMUG00000010812.3	PRPF40A	Prpf40a	PRPF40A
ENSMMUG00000014907	ENSMMUG00000014907.3	KRIT1	Krit1	KRIT1
ENSMMUG00000014907	ENSMMUG00000014907.3	AC000120.3	Krit1	KRIT1
ENSMMUG00000046378	ENSMMUG00000046378.1	ZFY	Zfx	ZFY
ENSMMUG00000041733	ENSMMUG00000041733.1	TMEM233	Tmem233	TMEM233
ENSMMUG00000023816	ENSMMUG00000023816.3	SEMA4B	Sema4b	SEMA4B
ENSMMUG00000011764	ENSMMUG00000011764.3	GHRHR	Ghrhr	GHRHR
ENSMMUG00000014614	ENSMMUG00000014614.2	LDHAL6A		LDHAL6A
ENSMMUG00000007786	ENSMMUG00000007786.3	GIN1	Gin1	GIN1
ENSMMUG00000001064	ENSMMUG00000001064.2	OR51A4		
ENSMMUG00000001064	ENSMMUG00000001064.2	OR51A2		
ENSMMUG00000000838	ENSMMUG00000000838.3	AGRN	Agrn	AGRN
ENSMMUG00000014586	ENSMMUG00000014586.3	SREK1		SREK1
ENSMMUG00000047229	ENSMMUG00000047229.1	SFTPA1	Sftpa1	SFTPA1
ENSMMUG00000047229	ENSMMUG00000047229.1	SFTPA2	Sftpa1	SFTPA1
ENSMMUG00000007087	ENSMMUG00000007087.3	SLC22A5	Slc22a21	SLC22A5
ENSMMUG00000007087	ENSMMUG00000007087.3	SLC22A5	Slc22a5	SLC22A5
ENSMMUG00000018368	ENSMMUG00000018368.3	MEF2B	Mef2b	MEF2B
ENSMMUG00000015519	ENSMMUG00000015519.3			
ENSMMUG00000018621	ENSMMUG00000018621.3	CDK7	Cdk7	CDK7
ENSMMUG00000009590	ENSMMUG00000009590.2	EIF4A3	Eif4a3	EIF4A3
ENSMMUG00000009590	ENSMMUG00000009590.2	EIF4A3	Gm8994	EIF4A3
ENSMMUG00000009590	ENSMMUG00000009590.2	EIF4A3	Gm5580	EIF4A3
ENSMMUG00000000217	ENSMMUG00000000217.3	PPP5C	Ppp5c	PPP5C
ENSMMUG00000017553	ENSMMUG00000017553.3	ANGPTL1	Angptl1	ANGPTL1
ENSMMUG00000002936	ENSMMUG00000002936.3	GMPR	Gmpr	GMPR
ENSMMUG00000031083	ENSMMUG00000031083.2	IGLV4-69	Iglv3	IGLV4-69
ENSMMUG00000013225	ENSMMUG00000013225.3	METTL7B	Mettl7b	METTL7B
ENSMMUG00000001338	ENSMMUG00000001338.3	AZIN1	Azin1	AZIN1
ENSMMUG00000013211	ENSMMUG00000013211.3	TOMM34	Tomm34	TOMM34
ENSMMUG00000041956	ENSMMUG00000041956.1	DYNLT3	Dynlt3	
ENSMMUG00000045507	ENSMMUG00000045507.1	SMIM8	Smim8	SMIM8
ENSMMUG00000018314	ENSMMUG00000018314.3	PLAAT2		PLAAT2
ENSMMUG00000003098	ENSMMUG00000003098.3	PMPCA	Pmpca	PMPCA
ENSMMUG00000048642	ENSMMUG00000048642.1	CFHR3		
ENSMMUG00000015272	ENSMMUG00000015272.3	CCT6A	Cct6a	
ENSMMUG00000021380	ENSMMUG00000021380.3	AP1B1	Ap1b1	AP1B1
ENSMMUG00000013607	ENSMMUG00000013607.3	CYB5A	Cyb5a	CYB5A
ENSMMUG00000010050	ENSMMUG00000010050.3	SNRPB	Snrpb	SNRPB
ENSMMUG00000011137	ENSMMUG00000011137.3	AADACL4	9430007A20Rik	AADACL4
ENSMMUG00000011137	ENSMMUG00000011137.3	AADACL4	Gm438	AADACL4
ENSMMUG00000011137	ENSMMUG00000011137.3	AADACL4	Gm13178	AADACL4
ENSMMUG00000011137	ENSMMUG00000011137.3	AADACL4	Gm436	AADACL4
ENSMMUG00000011137	ENSMMUG00000011137.3	AADACL4	Aadacl4	AADACL4
ENSMMUG00000023330	ENSMMUG00000023330.3	EPHA6	Epha6	EPHA6
ENSMMUG00000041365	ENSMMUG00000041365.1			
ENSMMUG00000010995	ENSMMUG00000010995.3	ITK	Itk	ITK
ENSMMUG00000043763	ENSMMUG00000043763.1		Olfr156	
ENSMMUG00000043763	ENSMMUG00000043763.1		Olfr157	
ENSMMUG00000044526	ENSMMUG00000044526.1	HSPB9	Hspb9	HSPB9
ENSMMUG00000004773	ENSMMUG00000004773.3	TRPM5	Trpm5	TRPM5
ENSMMUG00000015813	ENSMMUG00000015813.3	OVCH1		OVCH1
ENSMMUG00000016294	ENSMMUG00000016294.3	SYCP2	Sycp2	SYCP2
ENSMMUG00000017098	ENSMMUG00000017098.3			
ENSMMUG00000019405	ENSMMUG00000019405.3	DCAF13	Dcaf13	
ENSMMUG00000011967	ENSMMUG00000011967.3	RFX2	Rfx2	RFX2
ENSMMUG00000008066	ENSMMUG00000008066.3	ZNF883	A430033K04Rik	
ENSMMUG00000015310	ENSMMUG00000015310.3	TACR2	Tacr2	TACR2
ENSMMUG00000010807	ENSMMUG00000010807.3	C1orf189		C1orf189
ENSMMUG00000003335	ENSMMUG00000003335.3	LSP1	Lsp1	LSP1
ENSMMUG00000014405	ENSMMUG00000014405.3	NEU4	Neu4	NEU4
ENSMMUG00000039010	ENSMMUG00000039010.1		Dnah14	
ENSMMUG00000010420	ENSMMUG00000010420.3	MKRN1	Mkrn1	MKRN1
ENSMMUG00000022065	ENSMMUG00000022065.3	IRF6	Irf6	IRF6
ENSMMUG00000046434	ENSMMUG00000046434.1	SH3BGRL2	Sh3bgrl2	SH3BGRL2
ENSMMUG00000042938	ENSMMUG00000042938.1	CDR2L	Cdr2l	CDR2L
ENSMMUG00000003556	ENSMMUG00000003556.3		Pno1	
ENSMMUG00000043988	ENSMMUG00000043988.1		Pimreg	
ENSMMUG00000008561	ENSMMUG00000008561.3	KIF12	Kif12	KIF12
ENSMMUG00000032026	ENSMMUG00000032026.2	PHYHD1	Phyhd1	PHYHD1
ENSMMUG00000001535	ENSMMUG00000001535.3	GRHL1	Grhl1	GRHL1
ENSMMUG00000017868	ENSMMUG00000017868.3		Gm15262	
ENSMMUG00000040837	ENSMMUG00000040837.1		Olfr559	
ENSMMUG00000040837	ENSMMUG00000040837.1		Olfr33	
ENSMMUG00000038565	ENSMMUG00000038565.1			
ENSMMUG00000012875	ENSMMUG00000012875.3	TAF9B	Taf9b	TAF9B
ENSMMUG00000031795	ENSMMUG00000031795.2	EEF1AKMT3	Eef1akmt3	EEF1AKMT3
ENSMMUG00000020758	ENSMMUG00000020758.3	ERBB3	Erbb3	RPS26
ENSMMUG00000010308	ENSMMUG00000010308.3	CCNI2		CCNI2
ENSMMUG00000015034	ENSMMUG00000015034.3	PIP4K2A	Pip4k2a	PIP4K2A
ENSMMUG00000002124	ENSMMUG00000002124.3	B4GALT5	B4galt5	B4GALT5
ENSMMUG00000008590	ENSMMUG00000008590.3	TPGS1	Tpgs1	TPGS1
ENSMMUG00000010312	ENSMMUG00000010312.3	SHROOM1	Shroom1	SHROOM1
ENSMMUG00000004664	ENSMMUG00000004664.3	IMPACT	Impact	IMPACT
ENSMMUG00000023510	ENSMMUG00000023510.3	MFSD1	Mfsd1	MFSD1
ENSMMUG00000019222	ENSMMUG00000019222.3	CYBC1	Cybc1	C16H17orf62
ENSMMUG00000001028	ENSMMUG00000001028.3			SNRK
ENSMMUG00000000759	ENSMMUG00000000759.3	PDE3B	Pde3b	PDE3B
ENSMMUG00000009524	ENSMMUG00000009524.3	APPL2	Appl2	APPL2
ENSMMUG00000044933	ENSMMUG00000044933.1			
ENSMMUG00000041654	ENSMMUG00000041654.1		Hils1	
ENSMMUG00000015047	ENSMMUG00000015047.3	MEIOC	Meioc	MEIOC
ENSMMUG00000009975	ENSMMUG00000009975.3	POMT1	Pomt1	POMT1
ENSMMUG00000017501	ENSMMUG00000017501.3	NAAA	Naaa	NAAA
ENSMMUG00000000873	ENSMMUG00000000873.3	RABGGTB	Rabggtb	RABGGTB
ENSMMUG00000010372	ENSMMUG00000010372.3	CCNO	Ccno	CCNO
ENSMMUG00000011443	ENSMMUG00000011443.3	TRIM37	Trim37	TRIM37
ENSMMUG00000002212	ENSMMUG00000002212.3	LRBA	Lrba	
ENSMMUG00000023463	ENSMMUG00000023463.3	MAEL	Mael	MAEL
ENSMMUG00000012140	ENSMMUG00000012140.3			
ENSMMUG00000016585	ENSMMUG00000016585.3	DLG1	Dlg1	DLG1
ENSMMUG00000005496	ENSMMUG00000005496.3	RNASE4	Rnase4	RNASE4
ENSMMUG00000047411	ENSMMUG00000047411.1	PABPC3	Pabpc6	
ENSMMUG00000047411	ENSMMUG00000047411.1	PABPC3	Pabpc2	
ENSMMUG00000002241	ENSMMUG00000002241.3	RDX	Rdx	RDX
ENSMMUG00000005539	ENSMMUG00000005539.3	MRPL15	Mrpl15	MRPL15
ENSMMUG00000001432	ENSMMUG00000001432.3	TSNARE1		TSNARE1
ENSMMUG00000006802	ENSMMUG00000006802.3	PRMT6	Prmt6	PRMT6
ENSMMUG00000047651	ENSMMUG00000047651.1	CIAO2A	Ciao2a	
ENSMMUG00000002562	ENSMMUG00000002562.3	MED19	Med19	MED19
ENSMMUG00000005570	ENSMMUG00000005570.3	TRIM58	Trim58	TRIM58
ENSMMUG00000000694	ENSMMUG00000000694.3	PHLDB2	Phldb2	PHLDB2
ENSMMUG00000021010	ENSMMUG00000021010.3	KCNK10	Kcnk10	KCNK10
ENSMMUG00000032017	ENSMMUG00000032017.2			
ENSMMUG00000014348	ENSMMUG00000014348.3	DMAC2	Dmac2	DMAC2
ENSMMUG00000014611	ENSMMUG00000014611.3	CENPJ	Cenpj	CENPJ
ENSMMUG00000047021	ENSMMUG00000047021.1	LYZL1	Lyzl1	
ENSMMUG00000047021	ENSMMUG00000047021.1	LYZL2	Lyzl1	
ENSMMUG00000012104	ENSMMUG00000012104.3	DNAJC19		DNAJC19
ENSMMUG00000001089	ENSMMUG00000001089.3			
ENSMMUG00000016699	ENSMMUG00000016699.3	KANK3	Kank3	KANK3
ENSMMUG00000019803	ENSMMUG00000019803.3	TCN2	Tcn2	TCN2
ENSMMUG00000018792	ENSMMUG00000018792.3	EXOG	Exog	EXOG
ENSMMUG00000009818	ENSMMUG00000009818.2	NPY	Npy	NPY
ENSMMUG00000047601	ENSMMUG00000047601.1			
ENSMMUG00000004976	ENSMMUG00000004976.3	MEOX2	Meox2	MEOX2
ENSMMUG00000022800	ENSMMUG00000022800.3	MTLN	Mtln	MTLN
ENSMMUG00000013101	ENSMMUG00000013101.3	TAF3	Taf3	TAF3
ENSMMUG00000007624	ENSMMUG00000007624.3	DDX25	Ddx25	DDX25
ENSMMUG00000018523	ENSMMUG00000018523.3	ANKS6	Anks6	ANKS6
ENSMMUG00000006931	ENSMMUG00000006931.3	KIRREL3	Kirrel3	KIRREL3
ENSMMUG00000010793	ENSMMUG00000010793.3	ACKR3	Ackr3	ACKR3
ENSMMUG00000010599	ENSMMUG00000010599.3	TBX18	Tbx18	TBX18
ENSMMUG00000030374	ENSMMUG00000030374.2	TYW1B	Tyw1	
ENSMMUG00000030374	ENSMMUG00000030374.2	TYW1	Tyw1	
ENSMMUG00000008723	ENSMMUG00000008723.3	JAM2	Jam2	JAM2
ENSMMUG00000008715	ENSMMUG00000008715.3	JKAMP	Jkamp	JKAMP
ENSMMUG00000008715	ENSMMUG00000008715.3	JKAMP	4931417E11Rik	JKAMP
ENSMMUG00000010370	ENSMMUG00000010370.3			
ENSMMUG00000009277	ENSMMUG00000009277.3	C5AR2	C5ar2	C5AR2
ENSMMUG00000011512	ENSMMUG00000011512.3	ANO2	Ano2	ANO2
ENSMMUG00000020594	ENSMMUG00000020594.3	GINS2	Gins2	
ENSMMUG00000003546	ENSMMUG00000003546.3	NDC1	Ndc1	NDC1
ENSMMUG00000011442	ENSMMUG00000011442.3	RAP1B	Rap1b	RAP1B
ENSMMUG00000030448	ENSMMUG00000030448.2			
ENSMMUG00000013527	ENSMMUG00000013527.2	MRPS15	Mrps15	
ENSMMUG00000002315	ENSMMUG00000002315.3	MYT1	Myt1	MYT1
ENSMMUG00000015605	ENSMMUG00000015605.3	SLC4A5	Slc4a5	SLC4A5
ENSMMUG00000020581	ENSMMUG00000020581.3	TFPI2	Tfpi2	TFPI2
ENSMMUG00000004811	ENSMMUG00000004811.3	EPN1	Epn1	EPN1
ENSMMUG00000018102	ENSMMUG00000018102.3	C16orf70	D230025D16Rik	C16orf70
ENSMMUG00000021517	ENSMMUG00000021517.3	SCARA3	Scara3	SCARA3
ENSMMUG00000014789	ENSMMUG00000014789.3	CD37	Cd37	CD37
ENSMMUG00000013135	ENSMMUG00000013135.3	SRPX	Srpx	SRPX
ENSMMUG00000013552	ENSMMUG00000013552.3	SCRIB	Scrib	SCRIB
ENSMMUG00000015133	ENSMMUG00000015133.3	CD34	Cd34	CD34
ENSMMUG00000046113	ENSMMUG00000046113.1		Usp10	
ENSMMUG00000008014	ENSMMUG00000008014.3	PON2	Pon2	PON2
ENSMMUG00000013511	ENSMMUG00000013511.3	SAT2	Sat2	SAT2
ENSMMUG00000004964	ENSMMUG00000004964.3	CDYL	Cdyl	CDYL
ENSMMUG00000044777	ENSMMUG00000044777.1			
ENSMMUG00000023567	ENSMMUG00000023567.3	MAPKAPK2	Mapkapk2	MAPKAPK2
ENSMMUG00000003919	ENSMMUG00000003919.3	SIMC1	Simc1	SIMC1
ENSMMUG00000011392	ENSMMUG00000011392.3	PNPLA6	Pnpla6	PNPLA6
ENSMMUG00000021158	ENSMMUG00000021158.3	SPACA9	Spaca9	SPACA9
ENSMMUG00000000226	ENSMMUG00000000226.3	GLG1	Glg1	GLG1
ENSMMUG00000013536	ENSMMUG00000013536.3	PFAS	Pfas	PFAS
ENSMMUG00000000459	ENSMMUG00000000459.3	GTF2E2	Gtf2e2	GTF2E2
ENSMMUG00000048231	ENSMMUG00000048231.1	TMEM141	Tmem141	TMEM141
ENSMMUG00000040144	ENSMMUG00000040144.1			
ENSMMUG00000010588	ENSMMUG00000010588.3	EFCAB13	Gm11639	EFCAB13
ENSMMUG00000011828	ENSMMUG00000011828.3	CABP2	Cabp2	CABP2
ENSMMUG00000044474	ENSMMUG00000044474.1			
ENSMMUG00000004283	ENSMMUG00000004283.3	CIB3	Cib3	CIB3
ENSMMUG00000013637	ENSMMUG00000013637.3	NOTCH3	Notch3	NOTCH3
ENSMMUG00000005899	ENSMMUG00000005899.3		Qrsl1	
ENSMMUG00000010226	ENSMMUG00000010226.3			
ENSMMUG00000043134	ENSMMUG00000043134.1	CCDC159	Ccdc159	CCDC159
ENSMMUG00000014329	ENSMMUG00000014329.3	CC2D1B	Cc2d1b	CC2D1B
ENSMMUG00000003866	ENSMMUG00000003866.3	TP53I13	Trp53i13	TP53I13
ENSMMUG00000020673	ENSMMUG00000020673.2			
ENSMMUG00000007426	ENSMMUG00000007426.3		Bms1	
ENSMMUG00000017180	ENSMMUG00000017180.3	FRMD3	Frmd3	FRMD3
ENSMMUG00000017250	ENSMMUG00000017250.3	NUDT12	Nudt12	NUDT12
ENSMMUG00000004465	ENSMMUG00000004465.3	RUFY3	Rufy3	RUFY3
ENSMMUG00000000684	ENSMMUG00000000684.3	ACADSB	Acadsb	ACADSB
ENSMMUG00000039485	ENSMMUG00000039485.1	TMEM129	Tmem129	TMEM129
ENSMMUG00000006199	ENSMMUG00000006199.3	GRASP	Grasp	GRASP
ENSMMUG00000000387	ENSMMUG00000000387.3	FRMD4B	Frmd4b	FRMD4B
ENSMMUG00000006584	ENSMMUG00000006584.3	FLAD1	Flad1	FLAD1
ENSMMUG00000012384	ENSMMUG00000012384.3	AKAP14	Akap14	AKAP14
ENSMMUG00000007820	ENSMMUG00000007820.3	CCDC3	Ccdc3	CCDC3
ENSMMUG00000022481	ENSMMUG00000022481.3	CYP1A1	Cyp1a1	CYP1A1
ENSMMUG00000039205	ENSMMUG00000039205.1	IGLV5-52		IGLV5-52
ENSMMUG00000023738	ENSMMUG00000023738.3	ROS1	Ros1	ROS1
ENSMMUG00000006599	ENSMMUG00000006599.3	DERL2	Derl2	DERL2
ENSMMUG00000009443	ENSMMUG00000009443.3	ENO2	Eno2	ENO2
ENSMMUG00000002392	ENSMMUG00000002392.3	PROSER3	Proser3	PROSER3
ENSMMUG00000022517	ENSMMUG00000022517.3	TDRD1	Tdrd1	TDRD1
ENSMMUG00000002745	ENSMMUG00000002745.3	ARHGAP40	Arhgap40	ARHGAP40
ENSMMUG00000012864	ENSMMUG00000012864.3	PDIA6	Pdia6	PDIA6
ENSMMUG00000041388	ENSMMUG00000041388.1	ARL2	Arl2	ARL2
ENSMMUG00000007804	ENSMMUG00000007804.3	RANBP10	Ranbp10	RANBP10
ENSMMUG00000003067	ENSMMUG00000003067.3	ERGIC1	Ergic1	ERGIC1
ENSMMUG00000018395	ENSMMUG00000018395.3	RRAGA	Rraga	RRAGA
ENSMMUG00000001415	ENSMMUG00000001415.3	DIO1	Dio1	DIO1
ENSMMUG00000007991	ENSMMUG00000007991.2	RPS26	Rps26	
ENSMMUG00000004803	ENSMMUG00000004803.3	TSGA13	Tsga13	TSGA13
ENSMMUG00000016150	ENSMMUG00000016150.3	OR5AS1	Olfr1111	OR5AS1
ENSMMUG00000014703	ENSMMUG00000014703.3	HACE1	Hace1	HACE1
ENSMMUG00000003462	ENSMMUG00000003462.3	ANKRD6	Ankrd6	ANKRD6
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-57-1	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-71	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-51	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-92	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-81	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-54	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-63	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-68	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-74	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-61	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-86	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-57	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-70	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-62	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-53	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-55	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-72	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-80	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-90	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-58	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-79	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-91	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-50	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-69	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-78	
ENSMMUG00000049015	ENSMMUG00000049015.1		Igkv4-59	
ENSMMUG00000001680	ENSMMUG00000001680.3	TANK	Tank	TANK
ENSMMUG00000049061	ENSMMUG00000049061.1		Rala	
ENSMMUG00000017725	ENSMMUG00000017725.3	EEF2K	Eef2k	EEF2K
ENSMMUG00000029606	ENSMMUG00000029606.2		Gm15262	
ENSMMUG00000039623	ENSMMUG00000039623.1	RHOG	Rhog	
