scaffold,start,end,mid,sites,pi_Arctoides,pi_Sinica,pi_Nemestrina,pi_Fascicularis,dxy_Arctoides_Sinica,dxy_Arctoides_Nemestrina,dxy_Arctoides_Fascicularis,dxy_Sinica_Nemestrina,dxy_Sinica_Fascicularis,dxy_Nemestrina_Fascicularis,Fst_Arctoides_Sinica,Fst_Arctoides_Nemestrina,Fst_Arctoides_Fascicularis,Fst_Sinica_Nemestrina,Fst_Sinica_Fascicularis,Fst_Nemestrina_Fascicularis
chr11,6813465,6823602,6818841,70,0.0239,0.0648,0.1604,0.1053,0.0831,0.2697,0.2855,0.2749,0.2849,0.2977,0.3229,0.5125,0.6234,0.4402,0.5453,0.4028
chr11,6854673,6880153,6866912,171,0.0206,0.0479,0.1504,0.1146,0.1443,0.2676,0.2091,0.2659,0.2294,0.2486,0.6365,0.5374,0.5011,0.4783,0.4759,0.3202
chr11,6875708,6895555,6885374,173,0.0644,0.0855,0.1611,0.0594,0.1281,0.2376,0.1614,0.2476,0.1754,0.2093,0.2789,0.3765,0.4602,0.3548,0.4348,0.3365
chr11,6885636,6971023,6917830,180,0.0772,0.1078,0.1295,0.0534,0.182,0.2449,0.2267,0.2445,0.2227,0.1925,0.3454,0.4277,0.5726,0.3664,0.4942,0.3826
chr11,6961291,6998249,6982356,331,0.0249,0.0921,0.1016,0.1186,0.1858,0.2583,0.278,0.2243,0.258,0.2312,0.543,0.6272,0.5811,0.4179,0.429,0.3646
chr11,7006980,7017082,7008522,11,0.0,0.0909,0.1091,0.1597,0.2515,0.2424,0.2091,0.1263,0.1773,0.1818,0.712,0.6526,0.4275,0.1253,0.1738,0.1534
chr11,7019580,7038149,7030342,123,0.0189,0.1032,0.1209,0.0924,0.1484,0.2704,0.2092,0.2189,0.1608,0.1947,0.4381,0.61,0.5707,0.342,0.2549,0.3075
chr11,7050630,7066811,7057226,181,0.0331,0.0734,0.1527,0.1002,0.087,0.2514,0.1886,0.2646,0.1949,0.2323,0.2568,0.482,0.4735,0.4224,0.3913,0.3127
chr11,7087812,7098111,7091486,59,0.0,0.0747,0.1418,0.1317,0.0603,0.1818,0.133,0.2105,0.1524,0.2488,0.2513,0.4603,0.32,0.3399,0.1948,0.3027
chr11,7092282,7137434,7120608,342,0.0375,0.0953,0.1386,0.0965,0.1393,0.2446,0.1845,0.2432,0.1812,0.2234,0.3745,0.4923,0.4654,0.3705,0.319,0.3276
chr11,7125534,7142086,7133450,236,0.0514,0.0725,0.1443,0.0975,0.1761,0.2775,0.2323,0.2032,0.1731,0.1953,0.5012,0.5003,0.5171,0.3229,0.3486,0.2502
chr11,7131549,7153698,7142244,286,0.0406,0.1076,0.1681,0.086,0.2038,0.2983,0.2364,0.2281,0.1763,0.1992,0.4885,0.5035,0.5785,0.2633,0.3055,0.2389
chr11,7143798,7161163,7151333,201,0.0278,0.1074,0.1892,0.0924,0.1931,0.3072,0.2203,0.2458,0.1837,0.2585,0.5034,0.4998,0.5662,0.2641,0.3092,0.3168
chr11,7150558,7165822,7159229,133,0.0041,0.0873,0.1713,0.1028,0.1878,0.2548,0.1988,0.241,0.2091,0.2819,0.6291,0.5098,0.5588,0.3203,0.3847,0.3663
chr11,7155760,7181290,7170535,352,0.0067,0.0919,0.1622,0.0977,0.1868,0.2439,0.1763,0.2795,0.218,0.2603,0.6031,0.5072,0.5271,0.3955,0.4056,0.3541
chr11,7175141,7186836,7179496,172,0.0123,0.0728,0.1734,0.0905,0.1604,0.2306,0.1494,0.237,0.1582,0.219,0.6018,0.4473,0.4755,0.3356,0.3274,0.2671
chr11,7214433,7234474,7226719,147,0.0261,0.0675,0.1853,0.0914,0.1328,0.2407,0.1395,0.2333,0.1418,0.2239,0.5006,0.4106,0.4017,0.3156,0.2885,0.2551
chr11,7226067,7243416,7235559,229,0.0546,0.0451,0.1378,0.1002,0.1086,0.3093,0.1952,0.2865,0.1638,0.2846,0.3916,0.5472,0.4351,0.5379,0.3855,0.4288
chr11,7238733,7263150,7251257,328,0.0629,0.0735,0.1596,0.0927,0.1082,0.2193,0.1963,0.2147,0.1801,0.1986,0.2425,0.3465,0.439,0.3147,0.3773,0.2395
chr11,7253922,7263984,7259545,130,0.0401,0.081,0.1807,0.0721,0.0992,0.2038,0.1767,0.2242,0.1755,0.2011,0.2584,0.3156,0.5214,0.2802,0.4077,0.2493
chr11,7254244,7266470,7260550,154,0.0359,0.0863,0.1889,0.0759,0.097,0.209,0.1773,0.226,0.1724,0.2069,0.2429,0.3191,0.5213,0.2595,0.3748,0.2401
chr11,7262402,7283158,7274953,332,0.052,0.0769,0.1502,0.1003,0.1211,0.2369,0.1834,0.2209,0.1658,0.2001,0.3238,0.4227,0.4154,0.3401,0.3109,0.2449
chr11,7275476,7285544,7279778,199,0.0539,0.0763,0.1415,0.1124,0.1341,0.2602,0.2309,0.2402,0.2089,0.2174,0.3664,0.4758,0.4715,0.3968,0.384,0.2764
chr11,7275874,7285967,7280210,209,0.0495,0.074,0.1406,0.1135,0.1271,0.2559,0.2342,0.2386,0.2153,0.2117,0.3661,0.4801,0.4835,0.4002,0.399,0.263
chr11,7277448,7293197,7284027,249,0.0566,0.0598,0.1425,0.0994,0.111,0.3278,0.2136,0.3213,0.1992,0.2696,0.3308,0.5556,0.4686,0.5428,0.4335,0.3995
chr11,7279988,7290257,7285832,184,0.0595,0.0632,0.1427,0.1,0.1128,0.3482,0.2203,0.3489,0.2071,0.2931,0.3139,0.5715,0.4729,0.5658,0.4401,0.4336
chr11,7283489,7298663,7290468,182,0.0555,0.0592,0.1184,0.0821,0.101,0.4066,0.1673,0.4141,0.1604,0.3629,0.2931,0.6673,0.4236,0.6665,0.3956,0.5866
chr11,7289363,7341749,7311982,313,0.0388,0.0544,0.1243,0.0857,0.1015,0.3532,0.1751,0.3715,0.1845,0.3468,0.391,0.6449,0.4757,0.6326,0.4552,0.555
chr11,7389442,7408232,7400264,264,0.1213,0.1163,0.1707,0.1636,0.189,0.2713,0.2238,0.2168,0.2071,0.2245,0.2438,0.3189,0.2277,0.218,0.1981,0.1536
chr11,7450341,7477189,7463356,249,0.0239,0.0756,0.1755,0.1193,0.1656,0.2719,0.2044,0.2369,0.1838,0.2144,0.5594,0.4852,0.4717,0.3261,0.3116,0.1978
chr11,7476657,7486768,7482839,183,0.0498,0.1298,0.1096,0.1031,0.1845,0.2149,0.1937,0.1865,0.1755,0.1863,0.3651,0.4806,0.4352,0.2335,0.2137,0.2847
chr11,7485548,7496652,7491317,166,0.0259,0.0986,0.1523,0.1086,0.1221,0.1708,0.1488,0.169,0.1442,0.1874,0.3439,0.3335,0.3705,0.1591,0.1703,0.1909
chr11,7488486,7526711,7507646,549,0.0687,0.1192,0.1465,0.1087,0.1342,0.2099,0.1509,0.2083,0.1571,0.1965,0.1895,0.3416,0.2638,0.2366,0.1673,0.2255
chr11,7548653,7576799,7564115,386,0.0778,0.1217,0.1117,0.1002,0.1515,0.1909,0.1938,0.2129,0.221,0.2144,0.2202,0.3562,0.379,0.3101,0.3466,0.3525
chr11,7613516,7657143,7638982,267,0.0929,0.0583,0.1355,0.0927,0.0925,0.2349,0.1447,0.203,0.1214,0.2107,0.1084,0.3655,0.2275,0.3738,0.2369,0.3144
chr11,7696012,7790194,7740579,565,0.0587,0.1099,0.1451,0.0903,0.1408,0.2081,0.1583,0.1871,0.134,0.1764,0.2679,0.3626,0.3655,0.2034,0.1536,0.2141
chr11,7824963,7859921,7842254,327,0.0655,0.1154,0.1302,0.1197,0.1316,0.1951,0.1627,0.2075,0.1692,0.2024,0.1989,0.3515,0.2771,0.2734,0.1875,0.2474
chr11,8033499,8043617,8038218,43,0.0547,0.1647,0.1283,0.0775,0.2165,0.1967,0.2084,0.2063,0.1662,0.1949,0.3471,0.3855,0.526,0.182,0.1717,0.3283
chr11,8075872,8106903,8093969,94,0.1279,0.149,0.1929,0.0526,0.1819,0.252,0.1444,0.251,0.1463,0.1644,0.1462,0.2376,0.2519,0.2036,0.2037,0.1631
chr11,8104247,8129978,8119084,48,0.0615,0.0918,0.2239,0.0805,0.0786,0.1835,0.1136,0.2167,0.1633,0.1959,0.0139,0.1349,0.2369,0.1689,0.3228,0.1394
chr11,8133163,8143273,8140632,37,0.1162,0.0995,0.2197,0.0112,0.122,0.2499,0.1064,0.2511,0.0929,0.2045,0.0668,0.2103,0.2861,0.2383,0.2876,0.3185
chr11,8152089,8162194,8156020,21,0.0774,0.1223,0.0711,0.1377,0.2674,0.3524,0.3411,0.3522,0.3145,0.3845,0.4779,0.6715,0.5241,0.5905,0.4261,0.5751
chr11,8154833,8164946,8157941,23,0.0561,0.1893,0.0687,0.1202,0.2821,0.307,0.2697,0.388,0.3475,0.3213,0.4147,0.6812,0.5081,0.5227,0.4043,0.5494
chr11,8176939,8271133,8226117,352,0.0643,0.1064,0.1734,0.0972,0.1542,0.2685,0.1902,0.235,0.181,0.2176,0.3053,0.4072,0.4099,0.2705,0.2922,0.2506
chr11,8203992,8214094,8243161,234,0.0735,0.1099,0.1421,0.0902,0.1695,0.2317,0.1609,0.2172,0.1746,0.192,0.3164,0.3854,0.3341,0.2831,0.2851,0.2625
chr11,8454952,8480744,8468026,209,0.0276,0.078,0.1997,0.0849,0.1303,0.2801,0.1905,0.2686,0.1738,0.2986,0.4448,0.4442,0.5401,0.3374,0.3728,0.3807
chr11,8507057,8517155,8509684,65,0.085,0.13,0.1261,0.0464,0.2538,0.3081,0.254,0.224,0.1526,0.16,0.4262,0.5115,0.6123,0.2901,0.2924,0.3256
chr11,8557369,8591868,8576250,305,0.0325,0.0983,0.1648,0.098,0.1709,0.265,0.193,0.2775,0.183,0.227,0.4679,0.479,0.4905,0.3771,0.3132,0.2847
chr11,8585334,8601107,8592575,139,0.0775,0.1113,0.1379,0.0972,0.2338,0.313,0.2033,0.3373,0.1991,0.2399,0.4461,0.5099,0.4081,0.4823,0.3265,0.3604
chr11,8612649,8637218,8623774,152,0.0858,0.0978,0.121,0.1194,0.1381,0.2392,0.1981,0.2146,0.1723,0.2205,0.2156,0.4174,0.3242,0.3442,0.2339,0.306
chr11,8652004,8675584,8660579,149,0.0859,0.0724,0.1566,0.1333,0.1135,0.2147,0.1596,0.2083,0.1703,0.2103,0.1912,0.2959,0.1893,0.3088,0.2493,0.1941
chr11,8686639,8721525,8696635,187,0.0549,0.1428,0.1486,0.0888,0.166,0.1888,0.1515,0.2025,0.163,0.1712,0.2702,0.3183,0.3612,0.1754,0.182,0.1948
chr11,8757743,8776612,8765743,130,0.008,0.1409,0.1632,0.1102,0.1225,0.2247,0.173,0.2257,0.1736,0.232,0.2604,0.4698,0.4751,0.2089,0.1704,0.2745
chr11,8778825,8794583,8786370,144,0.0024,0.0782,0.1925,0.0931,0.0665,0.2296,0.1921,0.2329,0.1908,0.2511,0.2614,0.4251,0.5841,0.2821,0.3901,0.2964
chr11,8888680,8898790,8890626,59,0.0837,0.1379,0.1084,0.1254,0.1871,0.178,0.185,0.1892,0.1873,0.1431,0.2733,0.3178,0.2832,0.2265,0.1835,0.1049
chr11,8897858,8916306,8906452,169,0.0198,0.1284,0.1621,0.0781,0.122,0.2003,0.1218,0.2102,0.1466,0.1845,0.2607,0.396,0.42,0.1962,0.1869,0.2297
chr11,8939554,8967119,8953582,347,0.0755,0.1266,0.1315,0.0719,0.1348,0.3352,0.14,0.3167,0.1364,0.2962,0.1541,0.5497,0.3225,0.4423,0.1705,0.5129
chr11,8993693,9084310,9036259,477,0.0659,0.0715,0.135,0.1154,0.1536,0.2514,0.2143,0.2571,0.2218,0.2262,0.4026,0.4503,0.4091,0.4484,0.4123,0.3008
chr11,9109354,9174896,9142810,429,0.0566,0.1319,0.1132,0.102,0.17,0.2359,0.18,0.2318,0.1835,0.1983,0.3047,0.4924,0.3915,0.3271,0.234,0.3092
chr11,9215404,9249438,9232320,346,0.0855,0.1011,0.1101,0.0833,0.1818,0.2309,0.2297,0.2152,0.2169,0.1983,0.3411,0.4262,0.4765,0.3616,0.4199,0.3613
chr11,9240243,9256172,9247869,184,0.0343,0.136,0.0983,0.1028,0.1765,0.2201,0.2156,0.2541,0.2601,0.2417,0.3693,0.5585,0.5138,0.3893,0.3882,0.4246
chr11,9283478,9313652,9297455,185,0.1064,0.081,0.0865,0.1134,0.2017,0.2358,0.1904,0.2279,0.2069,0.2083,0.386,0.4408,0.2779,0.4843,0.3676,0.3593
chr11,9364925,9423938,9392856,787,0.0771,0.1301,0.1523,0.1033,0.1773,0.2651,0.2146,0.2495,0.1913,0.2407,0.2795,0.417,0.4161,0.2949,0.2553,0.324
chr11,9447999,9520112,9483616,737,0.0664,0.0993,0.1272,0.1299,0.1256,0.2582,0.1802,0.2604,0.1804,0.211,0.2196,0.4762,0.2963,0.4147,0.229,0.2524
chr11,9510439,9520499,9513414,29,0.0256,0.1559,0.079,0.0854,0.2502,0.2484,0.1628,0.2923,0.1939,0.1926,0.4893,0.6715,0.4863,0.4482,0.2505,0.4132
chr11,9758548,9796079,9781373,824,0.0765,0.1284,0.15,0.1103,0.1558,0.2379,0.1849,0.2435,0.1802,0.2044,0.2213,0.3751,0.3348,0.2903,0.2138,0.2353
chr11,9758790,9768917,9781456,821,0.0765,0.1281,0.1502,0.1105,0.1558,0.2379,0.1849,0.2434,0.1803,0.2043,0.2219,0.3747,0.3344,0.2901,0.2142,0.2343
chr11,9950494,9974568,9959391,261,0.0165,0.0726,0.1323,0.0968,0.0649,0.2791,0.3242,0.2743,0.3183,0.2375,0.1992,0.6001,0.6935,0.4777,0.5877,0.3666
chr11,9991589,10001696,9998611,62,0.0276,0.0119,0.1209,0.0294,0.0235,0.6655,0.0405,0.6454,0.0226,0.6285,0.0944,0.8129,0.1815,0.8263,0.0457,0.8097
chr11,10044597,10080424,10064910,156,0.0565,0.0831,0.1549,0.0727,0.187,0.2697,0.1639,0.2121,0.1362,0.2147,0.4783,0.4584,0.4433,0.2991,0.2849,0.3302
chr11,10124053,10141487,10133525,303,0.1027,0.0887,0.1798,0.0838,0.1293,0.2156,0.1348,0.1983,0.1271,0.1972,0.1606,0.2232,0.1925,0.2066,0.2002,0.2164
chr11,10181906,10206946,10194626,166,0.063,0.0552,0.132,0.0858,0.2134,0.2575,0.1988,0.2249,0.1724,0.179,0.5876,0.4725,0.4631,0.4337,0.425,0.2592
chr11,10203375,10225717,10215991,170,0.0211,0.1116,0.1335,0.0678,0.2172,0.2699,0.2776,0.1692,0.1519,0.1513,0.5533,0.5762,0.7202,0.1718,0.2748,0.218
chr11,10232647,10255635,10242487,215,0.0691,0.1202,0.1717,0.052,0.144,0.2378,0.1297,0.2215,0.1116,0.1934,0.2214,0.3472,0.381,0.2202,0.1422,0.2941
chr11,10255009,10288186,10274073,179,0.0959,0.1225,0.1906,0.0721,0.1399,0.2166,0.1204,0.2422,0.1506,0.2031,0.1332,0.2185,0.1893,0.2297,0.2305,0.2354
chr11,10315006,10338193,10326391,234,0.2166,0.0646,0.1006,0.0533,0.2098,0.2434,0.2034,0.1344,0.1007,0.1293,0.2117,0.2257,0.2263,0.2549,0.2746,0.2726
chr11,10335815,10353957,10347214,261,0.0771,0.0797,0.25,0.0724,0.0854,0.315,0.0962,0.3104,0.0874,0.3134,0.0463,0.3356,0.1322,0.325,0.0734,0.3509
chr11,10357551,10378104,10367985,282,0.112,0.1324,0.1836,0.0942,0.1891,0.2251,0.1804,0.1923,0.1417,0.1728,0.2301,0.222,0.286,0.1057,0.1194,0.1188
chr11,10395720,10420249,10409838,351,0.1891,0.1138,0.2495,0.1572,0.2052,0.2935,0.2064,0.2677,0.2148,0.2753,0.1621,0.1558,0.0931,0.2053,0.2319,0.1616
chr11,10416056,10454402,10434860,415,0.0551,0.1048,0.1568,0.1117,0.1123,0.2016,0.1464,0.1959,0.1297,0.1949,0.1807,0.3299,0.2754,0.2134,0.0943,0.1962
chr11,10429600,10439902,10444204,234,0.0789,0.1155,0.1564,0.1061,0.1186,0.2032,0.164,0.1956,0.1429,0.1951,0.1075,0.284,0.2854,0.1931,0.1333,0.2089
chr11,10466411,10487630,10476750,177,0.0547,0.1539,0.2518,0.0716,0.1314,0.3153,0.1152,0.3233,0.1561,0.2881,0.1241,0.3658,0.2989,0.2446,0.1764,0.3093
chr11,10505649,10534821,10523091,189,0.0445,0.1198,0.1418,0.0997,0.1675,0.2549,0.1685,0.2304,0.1597,0.2092,0.362,0.4866,0.4007,0.2935,0.1958,0.2839
chr11,10526820,10551133,10537440,156,0.0315,0.1374,0.1501,0.0983,0.1489,0.2944,0.1626,0.2755,0.1549,0.2314,0.294,0.5501,0.4252,0.3334,0.1452,0.3194
chr11,10560057,10580843,10571612,235,0.0633,0.086,0.1365,0.1123,0.1301,0.1875,0.141,0.1847,0.1307,0.1904,0.2884,0.3234,0.2349,0.2649,0.1417,0.2213
chr11,10664028,10680957,10671472,178,0.0466,0.0951,0.1723,0.074,0.1279,0.2281,0.1562,0.1916,0.1283,0.1825,0.3051,0.3715,0.4484,0.191,0.2177,0.2124
chr11,10684971,10711784,10703024,231,0.0802,0.1327,0.1587,0.1,0.1838,0.2407,0.1604,0.2129,0.1491,0.206,0.2839,0.3563,0.2884,0.201,0.1317,0.2443
chr11,10731522,10749380,10741980,410,0.1975,0.2278,0.1886,0.1776,0.1973,0.3058,0.2533,0.2934,0.2294,0.2292,-0.041,0.2416,0.1571,0.1824,0.066,0.1176
chr11,10765831,10848075,10798990,627,0.1003,0.2052,0.19,0.1593,0.1759,0.3282,0.2371,0.2884,0.209,0.224,0.0763,0.4075,0.2969,0.2004,0.0731,0.1312
chr11,10900699,10918382,10908139,228,0.0351,0.1029,0.1538,0.1078,0.1539,0.2052,0.1784,0.2214,0.2026,0.183,0.4017,0.39,0.4237,0.2833,0.3267,0.1775
chr11,10914368,10987013,10944991,658,0.0504,0.1277,0.1261,0.0979,0.1554,0.1941,0.156,0.2047,0.1799,0.1802,0.2891,0.3955,0.3578,0.2506,0.2425,0.2464
chr11,10999672,11034245,11019752,394,0.049,0.096,0.1073,0.0672,0.1337,0.2394,0.2292,0.209,0.1956,0.1951,0.3153,0.5296,0.603,0.3655,0.4306,0.4027
chr11,11723861,11734761,11730910,209,0.0156,0.1097,0.0668,0.0501,0.0908,0.6178,0.1105,0.6079,0.1073,0.604,0.1968,0.8841,0.5369,0.7626,0.1603,0.834
chr11,11745369,11763322,11754296,280,0.0448,0.1662,0.1451,0.0642,0.1433,0.4098,0.0978,0.4179,0.1471,0.3811,0.1633,0.6441,0.2898,0.4789,0.1348,0.5959
chr11,11787058,11797265,11792085,112,0.0464,0.1034,0.1354,0.1206,0.1494,0.255,0.1956,0.2117,0.1528,0.2213,0.3518,0.4962,0.3996,0.2967,0.1597,0.2793
chr11,12179842,12189902,12183768,149,0.0914,0.1332,0.1409,0.1105,0.1715,0.2028,0.1811,0.201,0.1506,0.1861,0.2234,0.2894,0.2924,0.2028,0.1122,0.2051
chr11,12278282,12535871,12402653,3254,0.0544,0.1139,0.1334,0.1047,0.1332,0.2176,0.1867,0.2196,0.1847,0.2118,0.2413,0.4181,0.4047,0.2972,0.2679,0.2948
chr11,12691317,12758061,12727813,412,0.0515,0.1149,0.1429,0.1053,0.1505,0.1968,0.1552,0.1959,0.169,0.1995,0.3063,0.3587,0.3301,0.221,0.2212,0.2469
chr11,12771874,12930238,12845755,1118,0.0156,0.104,0.1494,0.0899,0.1742,0.2384,0.1954,0.2481,0.2044,0.2561,0.5105,0.5076,0.5647,0.3431,0.3713,0.3842
chr11,12773302,12783407,12847560,1091,0.016,0.1055,0.1477,0.0898,0.1761,0.2359,0.1907,0.2472,0.2012,0.2531,0.509,0.5067,0.5557,0.3419,0.3615,0.3822
chr11,12878191,12888299,12905936,333,0.0188,0.1182,0.1466,0.1015,0.1665,0.2211,0.1776,0.2509,0.1838,0.2511,0.4382,0.4771,0.4841,0.3279,0.2641,0.3569
chr11,12976571,13006161,12989823,173,0.0828,0.1158,0.1182,0.122,0.148,0.2113,0.1768,0.2083,0.1831,0.205,0.211,0.3753,0.2716,0.2985,0.2211,0.2711
chr11,13008892,13123951,13074771,801,0.0515,0.1225,0.1394,0.0865,0.1722,0.2242,0.1615,0.2162,0.1704,0.2078,0.3481,0.4237,0.4056,0.2619,0.2543,0.3142
chr11,13119655,13223128,13168823,1026,0.0362,0.1196,0.1372,0.0997,0.1541,0.2127,0.1964,0.2038,0.1885,0.2088,0.3482,0.4422,0.483,0.2427,0.2777,0.2915
chr11,13262749,13301619,13281081,233,0.0176,0.1214,0.1305,0.099,0.1876,0.2305,0.1943,0.2377,0.2062,0.2138,0.4812,0.5354,0.5282,0.3261,0.318,0.3171
chr11,13310608,13352679,13333147,351,0.0534,0.0777,0.139,0.0877,0.2209,0.2545,0.2124,0.2296,0.1815,0.2062,0.5636,0.4729,0.506,0.3788,0.3844,0.3085
chr11,13366340,13382903,13374498,164,0.0212,0.0997,0.1318,0.0916,0.1097,0.2081,0.187,0.2292,0.2082,0.2302,0.3079,0.4843,0.5287,0.3484,0.3845,0.3648
chr11,13375024,13459261,13421114,495,0.0904,0.0988,0.1354,0.0737,0.1502,0.2287,0.1557,0.2041,0.13,0.1932,0.2428,0.3587,0.3244,0.2883,0.2147,0.3181
chr11,13470653,13499023,13488503,307,0.123,0.1312,0.1162,0.1003,0.1624,0.1927,0.1553,0.1853,0.1457,0.1761,0.1314,0.2499,0.1728,0.2135,0.1219,0.2502
chr11,13570091,13592777,13581704,222,0.0727,0.0943,0.1731,0.0784,0.1474,0.2612,0.175,0.2327,0.1532,0.2024,0.2945,0.3802,0.4084,0.2876,0.2928,0.2537
chr11,13606950,13627808,13618534,183,0.0579,0.1188,0.149,0.0751,0.1629,0.228,0.179,0.1916,0.1565,0.2015,0.315,0.3964,0.4668,0.1902,0.2506,0.3065
chr11,13639541,13649630,13644935,108,0.0283,0.0575,0.1479,0.1157,0.0624,0.2979,0.1554,0.2965,0.1493,0.3367,0.1989,0.5651,0.3598,0.5072,0.2669,0.4549
chr11,13642124,13679058,13663294,436,0.0654,0.0922,0.1559,0.1108,0.1074,0.2235,0.1305,0.2308,0.1438,0.2258,0.1652,0.3575,0.1965,0.3196,0.1786,0.2726
chr11,13715145,13816554,13764642,1064,0.0286,0.1263,0.1438,0.0934,0.1708,0.2222,0.1728,0.2188,0.1726,0.1944,0.3969,0.4627,0.4735,0.2529,0.2354,0.258
chr11,13753636,13782308,13781822,678,0.0098,0.1338,0.1468,0.0936,0.1739,0.2182,0.165,0.23,0.1814,0.1987,0.4368,0.4937,0.5091,0.2584,0.2436,0.2624
chr11,13862381,13894082,13877630,790,0.0472,0.1658,0.2003,0.0729,0.1616,0.3061,0.1684,0.3001,0.1747,0.2967,0.2201,0.4456,0.4801,0.2586,0.2058,0.3983
chr11,14105233,14115363,14108536,67,0.0167,0.0759,0.1517,0.1193,0.1804,0.1959,0.2139,0.159,0.1726,0.1812,0.6125,0.4199,0.5054,0.178,0.2822,0.1532
chr11,14124439,14134546,14129050,88,0.0331,0.1027,0.1113,0.1147,0.1137,0.1631,0.1673,0.1329,0.1369,0.1509,0.2689,0.4071,0.382,0.1165,0.1197,0.1503
chr11,14226740,14657226,14438444,4507,0.0605,0.0915,0.1328,0.0973,0.1431,0.2137,0.1805,0.2084,0.186,0.2032,0.3253,0.3978,0.3968,0.3189,0.3376,0.2923
chr11,14349732,14360088,14504670,3147,0.0617,0.09,0.1323,0.0954,0.132,0.2154,0.1867,0.2072,0.1842,0.2046,0.2878,0.3998,0.4134,0.3205,0.3416,0.301
chr11,14922684,14932787,14927394,30,0.0,0.0817,0.14,0.1078,0.126,0.1943,0.1667,0.2033,0.1517,0.1822,0.5319,0.4919,0.4915,0.3126,0.2373,0.202
chr11,15176604,15244435,15211951,421,0.0428,0.0929,0.1126,0.0916,0.1425,0.1961,0.1708,0.2041,0.1672,0.1841,0.375,0.4539,0.4359,0.3499,0.3003,0.3006
chr11,15230533,15240797,15237970,117,0.0883,0.0922,0.1243,0.0805,0.1063,0.1806,0.1541,0.1734,0.1441,0.2008,0.0886,0.2761,0.305,0.2473,0.2625,0.3435
chr11,15441931,15452321,15446815,216,0.078,0.0925,0.1303,0.152,0.1536,0.2947,0.1892,0.2455,0.182,0.2301,0.3042,0.4997,0.2454,0.3963,0.1993,0.2474
chr11,15451793,15480985,15467009,378,0.0144,0.1321,0.1699,0.0712,0.1414,0.2047,0.1268,0.23,0.1491,0.1846,0.3365,0.3999,0.4863,0.222,0.2046,0.2295
chr11,15473561,15503729,15486597,412,0.0275,0.1486,0.1216,0.0963,0.1632,0.2657,0.2404,0.2377,0.2148,0.1764,0.3174,0.583,0.5847,0.2927,0.2908,0.2491
chr11,15474368,15494036,15486657,410,0.0277,0.148,0.1222,0.0962,0.1631,0.2646,0.2387,0.2372,0.2139,0.177,0.3186,0.5799,0.5825,0.2918,0.2901,0.2499
chr11,15495799,15523338,15508494,267,0.0623,0.1257,0.1726,0.0918,0.1719,0.2422,0.2055,0.2264,0.2004,0.2477,0.3113,0.3668,0.461,0.2202,0.3125,0.325
chr11,15556169,15572277,15564658,197,0.0515,0.0932,0.141,0.0997,0.1216,0.2148,0.1592,0.1827,0.1471,0.2059,0.2709,0.402,0.358,0.2339,0.2159,0.2777
chr11,15590713,15628586,15610459,315,0.1092,0.1119,0.1211,0.0978,0.1908,0.2068,0.1611,0.2252,0.1702,0.1763,0.2837,0.3028,0.2282,0.3373,0.2492,0.2465
chr11,15792137,15916674,15856608,1396,0.0142,0.1063,0.1316,0.1166,0.1748,0.2211,0.1861,0.248,0.1964,0.2095,0.5091,0.5257,0.4667,0.3719,0.2855,0.2681
chr11,15987138,15997245,15993631,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
chr11,16012712,16297211,16151697,2851,0.0568,0.1143,0.1363,0.0978,0.1827,0.2189,0.1685,0.2075,0.1741,0.1923,0.3824,0.4085,0.3749,0.2635,0.2551,0.2577
chr11,16310433,16493205,16398799,1921,0.0379,0.094,0.1454,0.1008,0.1418,0.2421,0.2215,0.2365,0.2144,0.2087,0.3857,0.4724,0.5208,0.3475,0.3868,0.2737
chr11,16366699,16376803,16428295,1260,0.0486,0.0872,0.1446,0.0972,0.1437,0.2392,0.2042,0.2348,0.2001,0.2095,0.3785,0.446,0.4755,0.3589,0.38,0.2846
chr11,16587619,16618412,16603341,314,0.0701,0.0994,0.1555,0.0848,0.1056,0.2313,0.1876,0.2169,0.1737,0.1806,0.118,0.3642,0.4255,0.2768,0.321,0.2169
chr11,16616769,16796614,16695280,1350,0.0293,0.1131,0.1317,0.0983,0.1398,0.2353,0.1764,0.2167,0.1688,0.2096,0.3443,0.5118,0.4634,0.2957,0.2413,0.3069
chr11,16944663,17028219,16980479,740,0.0631,0.1316,0.1229,0.0897,0.1591,0.1805,0.1552,0.1841,0.1548,0.1661,0.257,0.3392,0.3466,0.1959,0.1777,0.2327
chr11,17110997,17150353,17128508,485,0.0946,0.0897,0.1124,0.1265,0.126,0.2029,0.1822,0.1826,0.1628,0.2045,0.1668,0.3437,0.2508,0.3057,0.2066,0.2714
chr11,17300074,17370119,17333783,894,0.038,0.1058,0.1443,0.0683,0.1629,0.2537,0.1978,0.2467,0.1891,0.2148,0.4081,0.4929,0.5795,0.3465,0.3893,0.3619
chr11,17833783,17843906,17840321,52,0.0701,0.0889,0.1932,0.0861,0.1236,0.2948,0.1542,0.2595,0.1131,0.2976,0.2324,0.4032,0.336,0.3142,0.134,0.3869
chr11,17838492,17848597,17843648,117,0.0787,0.0985,0.1605,0.0893,0.1149,0.214,0.1289,0.2022,0.1105,0.2119,0.1394,0.3009,0.2182,0.2345,0.086,0.277
